index,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,CV,Structure
33,2.3868836,1.3305139,0.9072643,1.4876,80.3,-0.19233,0.023569999999999997,0.2159,1322.7053,0.156212,-422.567034,-422.557618,-422.55667300000005,-422.602242,33.419000000000004,CCC1=C(OC)C=CO1
34,2.3059705000000004,1.3760453000000001,0.9260618,1.0177,79.56,-0.19652999999999998,0.031160000000000004,0.22769,1306.1165,0.156094,-422.57045899999997,-422.560942,-422.55999800000006,-422.60607400000004,33.48,CCC1=C(OC)OC=C1
35,3.1024711,1.0711311000000001,0.8452778000000001,2.019,80.98,-0.20811,0.01697,0.22508000000000003,1398.5359,0.15555,-422.593311,-422.583395,-422.582451,-422.628722,34.805,CC1=C(C)C=C(CO)O1
36,3.1243016,1.0827855,0.8539700000000001,1.6081,81.1,-0.18762,0.027630000000000002,0.21525,1392.5279999999998,0.155271,-422.59171200000003,-422.58173899999997,-422.580795,-422.627097,35.162,CCC1=CC(O)=C(C)O1
37,3.2146974,1.1570518,0.8646451999999999,1.0399,81.35,-0.18139,0.04401,0.2254,1360.7086,0.154922,-422.57835199999994,-422.568324,-422.56737999999996,-422.615167,34.733000000000004,COC1=CC(C)=C(C)O1
38,4.020341,0.8518241,0.7756609,1.3125,79.85,-0.21715,0.01762,0.23476999999999998,1528.6291,0.15679,-422.58614800000004,-422.57676399999997,-422.575819,-422.62124400000005,33.546,CCC1=CC(CO)=CO1
39,4.2617915,0.8956117,0.7837924,1.8245,80.23,-0.19447,0.024390000000000002,0.21886,1501.4105,0.15621,-422.56665,-422.55726200000004,-422.556318,-422.601683,33.476,CCC1=CC(OC)=CO1
40,3.9929417000000003,0.8483132999999999,0.7770541,1.7207,79.58,-0.2189,0.0131,0.23199999999999998,1531.5112,0.156724,-422.584552,-422.575125,-422.57417999999996,-422.619799,33.580999999999996,CCC1=COC(CO)=C1
41,5.0153218,0.8582188000000001,0.7739823,0.8075,80.17,-0.19004000000000001,0.04025,0.23029000000000002,1523.2761,0.156021,-422.570415,-422.56088200000005,-422.559938,-422.60604400000005,33.635,CCC1=COC(OC)=C1
42,3.1125375,1.0033431000000002,0.8309572000000001,1.9054,80.25,-0.21341,0.01265,0.22606,1434.7613,0.156645,-422.58838899999995,-422.578974,-422.57802999999996,-422.623721,33.552,CCC1=CC=C(CO)O1
43,2.9171269,1.1354233,0.8675029000000001,1.2238,80.6,-0.18587,0.03714,0.22300999999999999,1372.8491,0.156014,-422.573283,-422.563759,-422.56281500000006,-422.609437,33.484,CCC1=CC=C(OC)O1
44,2.8877451,1.2227594,0.919034,1.0033,79.51,-0.2113,0.02164,0.23294,1292.6157,0.155941,-422.591745,-422.58201399999996,-422.58107,-422.626443,34.679,CC1=C(C)C(CO)=CO1
45,2.9353512999999998,1.2258554,0.9314389999999999,1.6729,79.69,-0.19557,0.028610000000000003,0.22418000000000002,1299.7739,0.15552,-422.588418,-422.578579,-422.577635,-422.623201,35.061,CCC1=COC(C)=C1O
46,3.1032539,1.2266959,0.8939,0.5445,80.11,-0.19719,0.03379,0.23098,1317.9658,0.155247,-422.57543899999996,-422.565587,-422.564643,-422.610387,34.645,COC1=COC(C)=C1C
47,1.9667511000000002,1.4428815000000002,0.8913789000000001,1.6491,77.46,-0.21952,0.02019,0.23971,1316.7879,0.156868,-422.581363,-422.572056,-422.571112,-422.61612199999996,33.515,CCC1=COC=C1CO
48,1.945799,1.6148493999999998,0.9427200000000001,1.0482,78.3,-0.20669,0.029480000000000003,0.23617,1273.5859,0.156653,-422.56640300000004,-422.557183,-422.55623899999995,-422.60070199999996,33.32,CCC1=COC=C1OC
49,2.960134,1.0108386999999999,0.7962268,1.3348,79.06,-0.20976999999999998,0.02474,0.23451,1440.3092,0.156333,-422.58736100000004,-422.577817,-422.57687300000003,-422.62268600000004,33.798,CC1=C(CCO)OC=C1
50,3.0597258,1.0012734,0.7945048000000001,1.2111,79.32,-0.19819,0.02489,0.22308000000000003,1464.7748,0.156349,-422.583243,-422.573902,-422.572958,-422.61814400000003,33.836,CCCC1=C(O)C=CO1
51,3.0289968999999997,1.1151942,0.8463632999999999,1.0817,79.99,-0.19677999999999998,0.03269,0.22946999999999998,1397.832,0.155698,-422.575876,-422.56633600000004,-422.565392,-422.61141799999996,33.645,CCOC1=C(C)C=CO1
52,2.9623876,1.0788824,0.8414514999999999,1.188,80.69,-0.21679,0.01591,0.2327,1406.783,0.15590199999999999,-422.56902,-422.55952,-422.55857599999996,-422.60441900000006,33.205999999999996,COCC1=C(C)C=CO1
53,3.0832131,0.9689087,0.7813119000000001,1.2331,78.75,-0.20945999999999998,0.023809999999999998,0.23326999999999998,1456.0713,0.156291,-422.58796900000004,-422.578429,-422.57748399999997,-422.62334400000003,33.782,CC1=C(CCO)C=CO1
54,3.2142188,1.0513348999999999,0.8041803000000001,1.5364,80.39,-0.19085,0.0254,0.21625,1436.4501,0.155655,-422.572541,-422.562987,-422.56204299999996,-422.60795700000006,33.675,CCOC1=C(C)OC=C1
55,3.3077447999999996,1.0678688,0.8369056,1.4909999999999999,79.74,-0.20801,0.02129,0.2293,1386.475,0.155953,-422.569495,-422.560029,-422.559085,-422.604728,33.233000000000004,COCC1=C(C)OC=C1
56,5.5464309,0.7367095,0.6872100999999999,1.3801,79.88,-0.2102,0.02519,0.23539000000000002,1659.4872,0.15634,-422.587338,-422.577782,-422.576838,-422.622545,33.817,CC1=COC(CCO)=C1
57,5.5219106,0.7418674,0.6902050000000001,1.9819,79.62,-0.19799,0.02555,0.22354000000000002,1659.5829,0.15627,-422.583134,-422.573693,-422.57274900000004,-422.61810499999996,34.036,CCCC1=CC(O)=CO1
58,6.4282072999999995,0.7954898,0.7173909,0.8405,80.87,-0.1881,0.04385,0.23195,1614.2933,0.155548,-422.57578600000005,-422.566177,-422.56523300000003,-422.611722,33.865,CCOC1=CC(C)=CO1
59,5.463883200000001,0.7738403,0.7190734000000001,1.1659,81.59,-0.21629,0.01568,0.23196999999999998,1633.2698,0.155876,-422.56859199999997,-422.55908,-422.55813600000005,-422.60386100000005,33.236999999999995,COCC1=CC(C)=CO1
60,3.9933265,0.8266671,0.7214856,1.5673,80.52,-0.20571,0.0214,0.22710999999999998,1580.2881,0.156372,-422.590799,-422.581322,-422.58037800000005,-422.62593899999996,33.733000000000004,CC1=CC=C(CCO)O1
61,4.148296299999999,0.9102904,0.7680026,1.2231,81.23,-0.19065,0.03385,0.2245,1492.7161,0.155559,-422.579116,-422.56956900000006,-422.568625,-422.614967,33.62,CCOC1=CC=C(C)O1
62,4.1402806000000005,0.8642905000000001,0.7534553,0.8624,82.2,-0.21070999999999998,0.015309999999999999,0.22601999999999997,1558.7543,0.15573,-422.57269,-422.563179,-422.562235,-422.608001,33.229,COCC1=CC=C(C)O1
63,4.8614347,0.7441687,0.6788668999999999,1.5818,79.59,-0.20995999999999998,0.024390000000000002,0.23435,1661.9657,0.156243,-422.58793399999996,-422.57835199999994,-422.577408,-422.62326900000005,33.832,CC1=CC(CCO)=CO1
64,4.904781099999999,0.822958,0.7141624,1.8618,80.61,-0.193,0.02635,0.21935,1595.9456,0.15562,-422.57222,-422.56269299999997,-422.561749,-422.607432,33.741,CCOC1=COC(C)=C1
65,4.764610500000001,0.795672,0.7088243000000001,0.9513,80.9,-0.21227,0.02348,0.23575,1627.5603,0.155825,-422.570721,-422.561202,-422.56025800000003,-422.606033,33.271,COCC1=COC(C)=C1
66,2.9998291,0.9867545,0.7911020000000001,1.7976,77.62,-0.2177,0.02274,0.24044,1437.5101,0.156503,-422.583955,-422.57447300000007,-422.573529,-422.619088,33.768,CC1=COC=C1CCO
67,3.0659023999999997,1.0740128999999998,0.8074088,1.1827,78.8,-0.20439000000000002,0.032189999999999996,0.23658,1430.1676,0.15603599999999998,-422.57177300000006,-422.562362,-422.561417,-422.60648899999995,33.616,CCOC1=COC=C1C
68,3.1596827999999997,1.0686931999999998,0.8422921999999998,1.4719,78.88,-0.21798,0.024069999999999998,0.24205,1385.4892,0.156069,-422.56775300000004,-422.558292,-422.55734800000005,-422.602748,33.24,COCC1=COC=C1C
69,6.138257,0.7422656,0.6704697,1.1869,79.65,-0.19111,0.03862,0.22973000000000002,1688.2938,0.15641,-422.570159,-422.560921,-422.55997699999995,-422.606061,32.681999999999995,CCCOC1=CC=CO1
70,5.720604799999999,0.7380418000000001,0.6618257,0.9037,79.33,-0.21245999999999998,0.023459999999999998,0.23592,1694.338,0.156222,-422.568543,-422.55924699999997,-422.558303,-422.605038,32.333,CCOCC1=CC=CO1
71,5.603084,0.6994806,0.6625585999999999,0.9755,79.57,-0.21598,0.01992,0.2359,1714.4147,0.156773,-422.568346,-422.55918899999995,-422.55824400000006,-422.60365099999996,32.134,COCCC1=CC=CO1
72,5.3895157,0.6659358,0.6315599000000001,1.7797,78.87,-0.21495,0.020319999999999998,0.23526999999999998,1759.1469,0.157236,-422.582047,-422.572921,-422.57197699999995,-422.61723600000005,32.599000000000004,OCCCC1=CC=CO1
73,6.318949400000001,0.6987882,0.6366924,1.9032,78.71,-0.20119,0.02288,0.22407,1748.2994,0.15666,-422.563088,-422.553975,-422.553031,-422.598162,32.558,CCCOC1=COC=C1
74,5.4929973,0.7347959,0.6560771,1.6877,78.53,-0.21779,0.025710000000000004,0.2435,1700.1545,0.156451,-422.566988,-422.55777800000004,-422.556834,-422.602551,32.297,CCOCC1=COC=C1
75,5.6490904,0.6663258000000001,0.6373707,1.0879,78.45,-0.22175999999999998,0.02018,0.24194,1761.0966,0.156898,-422.56487699999997,-422.555746,-422.55480199999994,-422.60011799999995,32.116,COCCC1=COC=C1
76,5.4577044,0.6335518,0.6062333000000001,0.8178,77.68,-0.22143000000000002,0.02079,0.24222,1809.9375,0.15728699999999998,-422.57849000000004,-422.569346,-422.56840199999994,-422.613797,32.623000000000005,OCCCC1=COC=C1
77,3.1865709,1.2195854,0.9489825999999999,1.0475,78.33,-0.24985,0.03972,0.28957,1239.7193,0.157248,-422.519988,-422.51143899999994,-422.510495,-422.55296,32.558,C#CC1CCCOCO1
78,3.0275623,1.2341043,1.0262171,0.4794,77.67,-0.24564,0.031760000000000004,0.2774,1200.0186,0.157093,-422.509138,-422.50053399999996,-422.49959,-422.542395,32.644,C#CC1CCOCCO1
79,3.3406809999999996,1.1479431,0.9332746999999999,0.5339,78.0,-0.25423,0.051570000000000005,0.3058,1258.4976,0.157594,-422.522456,-422.513902,-422.51295700000003,-422.555485,32.471,C#CC1CCOCOC1
80,3.1437543999999997,1.219741,0.9400767,0.9375,78.4,-0.24645999999999998,0.03472,0.28118000000000004,1248.7588,0.15695599999999998,-422.507205,-422.498482,-422.497537,-422.540675,32.741,C#CC1COCCCO1
81,2.315058,1.4814528,1.2437558000000002,0.5264,77.0,-0.24559,0.047869999999999996,0.29346,1103.6752,0.157219,-422.50733499999996,-422.498661,-422.49771699999997,-422.54114699999997,32.516999999999996,C#CC1COCCOC1
82,3.0417346000000003,1.3275589,1.1017344,0.9049,76.94,-0.26273,0.03704,0.29977000000000004,1151.6824,0.157368,-422.51314299999996,-422.504513,-422.503569,-422.546783,32.412,C#CC1OCCCCO1
83,3.9889660000000005,0.9710546,0.8276645,1.8409,77.37,-0.25861999999999996,0.05255,0.31117,1379.4607,0.15705999999999998,-422.527613,-422.51895700000006,-422.518012,-422.56118899999996,32.498000000000005,C#CCC1CCOCO1
84,3.9685358,0.9758663000000001,0.8298005999999999,0.5669,77.8,-0.23781999999999998,0.05476,0.29258,1378.3370000000002,0.156672,-422.5183,-422.509534,-422.50859,-422.55203099999994,32.763000000000005,C#CCC1COCCO1
85,3.8862663,0.9626346,0.8132931,1.6291,76.84,-0.26075,0.04785,0.3086,1387.4779,0.157338,-422.524554,-422.515912,-422.51496799999995,-422.558104,32.374,C#CCC1COCOC1
86,3.9257447,1.0072401,0.8506545,2.1066,77.53,-0.2575,0.057210000000000004,0.31471,1362.0012,0.156857,-422.529829,-422.521162,-422.52021799999994,-422.563399,32.616,C#CCC1OCCCO1
87,5.3976584,0.7075335,0.6665776999999999,0.9205,77.57,-0.25693,0.055979999999999995,0.31290999999999997,1662.1708,0.156164,-422.521647,-422.512338,-422.51139400000005,-422.557044,32.958,C#CCCC1COCO1
88,5.5961045,0.7206523,0.6703543000000001,1.8869,78.36,-0.25437,0.059620000000000006,0.31399,1661.8055,0.155852,-422.52469299999996,-422.51523399999996,-422.51428899999996,-422.560972,33.097,C#CCCC1OCCO1
89,4.2462125,0.9021121999999999,0.8573175,0.9055,77.23,-0.2619,0.03596,0.29786,1405.2172,0.156601,-422.52301100000005,-422.51392999999996,-422.512986,-422.55803399999996,32.742,C#CCOC1CCCO1
90,4.5254448,0.7686797,0.7418755,2.0296,78.12,-0.2503,0.029810000000000003,0.28010999999999997,1559.7091,0.15582100000000002,-422.506971,-422.49772199999995,-422.496778,-422.54245999999995,32.966,C#CCOC1CCOC1
91,6.689395299999999,0.5911487,0.5657787,1.6058,78.45,-0.25025,0.04895,0.2992,1909.5479999999998,0.15465,-422.483429,-422.473657,-422.472713,-422.51971100000003,33.809,C#CCCOC1COC1
92,5.9314503,0.6260145,0.5909886,1.1221,78.63,-0.24852,0.02748,0.276,1849.8995,0.15450999999999998,-422.479471,-422.46964,-422.468696,-422.515984,33.793,C#CCOCC1CCO1
93,5.651085500000001,0.6284496,0.5937435999999999,1.9140000000000001,78.67,-0.2465,0.027889999999999998,0.27439,1837.099,0.154583,-422.47638099999995,-422.466562,-422.46561799999995,-422.51297,33.63,C#CCOCC1COC1
94,8.8673766,0.50321,0.49376809999999993,2.3277,79.63,-0.26219000000000003,0.05264,0.31483,2167.7343,0.153832,-422.481984,-422.471879,-422.47093499999994,-422.518591,34.786,C#CCCOCC1CO1
95,8.1972518,0.5058965,0.4953701,1.2212,79.68,-0.25735,0.0321,0.28945000000000004,2159.0957,0.15365299999999998,-422.47797599999996,-422.467835,-422.46689100000003,-422.51468700000004,34.816,C#CCOCCC1CO1
96,4.330717099999999,1.0136083,0.9705944999999999,1.777,76.01,-0.23426,0.08805,0.32231,1272.9895,0.15628599999999998,-422.468352,-422.460242,-422.45929800000005,-422.50184800000005,30.596,C(C1CO1)C12CC(C1)O2
97,4.4585124,0.961355,0.9039394000000001,2.0844,75.98,-0.2321,0.0742,0.3063,1335.3542,0.15623199999999998,-422.485263,-422.47686699999997,-422.475923,-422.51933399999996,31.046,C(C1CO1)C12CC1CO2
98,4.1922718,0.9760545,0.8867898999999999,3.0936,75.46,-0.22994,0.07647000000000001,0.30641,1331.3736,0.156303,-422.48212,-422.473754,-422.47281,-422.516095,30.968000000000004,C(C1CO1)C12CC1OC2
99,4.3362859,0.9782718,0.8918126000000001,2.153,75.83,-0.24758000000000002,0.08027000000000001,0.32785,1337.4370000000001,0.156114,-422.494551,-422.486137,-422.485193,-422.528489,31.153000000000002,C(C1CO1)C12CCC1O2
100,4.6333557999999995,0.9772926,0.9066271999999999,2.0809,75.62,-0.233,0.06984,0.30284,1323.5627,0.155697,-422.4697,-422.461336,-422.460392,-422.50363899999996,31.493000000000002,C1CC1OC12CC1OC2
101,4.5069697,0.8974677,0.7949903,3.293,78.97,-0.22521999999999998,0.01785,0.24306999999999998,1440.5725,0.156779,-422.530079,-422.52138099999996,-422.520437,-422.564713,30.945999999999998,C(C1CO1)C1=CCOC1
102,5.0081221,0.8584734,0.8250213,0.2488,76.23,-0.23972,0.09202,0.33174000000000003,1425.6677,0.156616,-422.459956,-422.451939,-422.45099400000004,-422.493542,30.087,C(C1CO1)C1C2CC1O2
103,5.0653672,0.922357,0.8826120000000001,2.5745,76.71,-0.23473000000000002,0.08767,0.3224,1369.8725,0.15604500000000002,-422.450071,-422.442042,-422.44109699999996,-422.48369,30.482,C1CC1OC1C2CC1O2
104,5.0402272,0.8611264999999999,0.7922603,3.1456,75.83,-0.22896999999999998,0.08027999999999999,0.30925,1451.0478,0.156524,-422.478833,-422.47055199999994,-422.469608,-422.512563,30.616,C(C1CO1)C1C2COC12
105,5.653127099999999,0.8185496,0.7951618,0.8691,76.56,-0.22401999999999997,0.07646,0.30048,1483.8245,0.155912,-422.467665,-422.45935199999997,-422.458408,-422.50142,31.076,C1CC1OC1C2COC12
106,4.1304476,0.9611956,0.8555348,3.1576,75.17,-0.24828000000000003,0.08925,0.33753,1361.1465,0.15643900000000002,-422.48899900000004,-422.48076299999997,-422.47981799999997,-422.522562,30.656999999999996,C(C1CO1)C1CC2OC12
107,5.728311799999999,0.8196045,0.8054316,2.6133,76.0,-0.23626999999999998,0.07832,0.31459000000000004,1463.1737,0.156397,-422.484941,-422.476684,-422.47574000000003,-422.51859,30.721999999999998,C(C1CO1)C1OC2CC12
108,4.9961968,0.8768819999999999,0.8357866,1.2753,75.95,-0.24486,0.08496000000000001,0.32982,1417.8246,0.155904,-422.48065599999995,-422.47235199999994,-422.471408,-422.514455,31.093000000000004,C1CC1OC1CC2OC12
109,4.9063508,0.8369030000000001,0.7821064,2.6571,77.65,-0.23665,0.01193,0.24858000000000002,1474.1381,0.156763,-422.530682,-422.52215099999995,-422.521207,-422.564999,30.863000000000003,C(C1CO1)C1OCC=C1
110,4.2540678,1.028103,0.9159529000000001,1.062,77.61,-0.24427,0.0092,0.25347,1315.0852,0.156709,-422.53155499999997,-422.523157,-422.52221299999997,-422.565645,31.043000000000003,C1CC1OC1OCC=C1
111,3.4412193999999996,1.1868978000000001,1.1594222,3.1275,76.49,-0.21083000000000002,0.05248,0.26331,1164.445,0.156162,-422.483711,-422.47530700000004,-422.474362,-422.517364,30.962,C1C2(CCO2)C11CCO1
112,3.3531120999999997,1.163427,1.147527,2.5597,76.04,-0.22816,0.0661,0.29425999999999997,1167.5762,0.15659800000000001,-422.48462699999993,-422.47632400000003,-422.475379,-422.51806799999997,30.639,C1C2(COC2)C11CCO1
113,3.4019177000000003,1.1035073,1.0931577,1.8809,75.62,-0.24761,0.05117,0.29878000000000005,1196.0841,0.156558,-422.48038899999995,-422.47206100000005,-422.471117,-422.513928,30.488000000000003,C1C2(COC2)C11COC1
114,3.4968167,1.1250846,1.0939543,2.0945,75.65,-0.25181,0.0648,0.31660999999999995,1201.635,0.156222,-422.49834000000004,-422.49009,-422.489146,-422.531541,30.891,C1CC2(C1)OC21COC1
115,2.7373109,1.8307673999999998,1.5097636,0.7735,73.89,-0.21839,0.08376,0.30215000000000003,952.335,0.15848900000000002,-422.50686399999995,-422.49958200000003,-422.49863799999997,-422.538126,29.609,C1C23CCC12OCCO3
116,2.8508737,1.7731714,1.4796508999999998,1.806,73.84,-0.23679,0.08311,0.3199,956.3763,0.15925799999999998,-422.519755,-422.51259100000004,-422.511647,-422.55093700000003,29.079,C1C23CCC12OCOC3
117,2.7505883,1.7799816000000002,1.4810338,1.6332,73.65,-0.22771999999999998,0.07245,0.30017,961.3758,0.158736,-422.510415,-422.503186,-422.50224199999997,-422.54162,29.430999999999997,C1C23CCCOC12CO3
118,2.8293649,1.7288552,1.4528856,0.7229,73.92,-0.22854000000000002,0.06808,0.29662,966.1609,0.15908699999999998,-422.512733,-422.505501,-422.50455700000003,-422.544068,29.166,C1C23COC12CCOC3
119,2.8222237,1.7283389,1.4528433,1.7368,73.89,-0.23195,0.06445,0.2964,967.1849,0.15900799999999998,-422.511365,-422.50411299999996,-422.503169,-422.542717,29.214000000000002,C1C23COC12COCC3
120,2.9582452999999997,1.697484,1.3763515,2.5847,74.34,-0.24384,0.07757,0.32141,991.4723,0.158716,-422.52261799999997,-422.5153,-422.51435599999996,-422.553986,29.425,C1CC23COCCC12O3
121,2.957398,1.7351953000000002,1.5177629,1.5597,73.08,-0.23692,0.08011,0.31703000000000003,950.4774,0.15929300000000002,-422.546229,-422.53911500000004,-422.538171,-422.577347,28.914,C1CC23OCOC2(C1)C3
122,3.0943142000000003,1.7059791000000002,1.4523575,0.1706,73.24,-0.22114,0.08337,0.30451,964.0125,0.159176,-422.539804,-422.532605,-422.53166100000004,-422.571038,29.094,C1C23CCOC12CCO3
